EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
1859,1.401708,EnvironmentSatisfaction,-1.129913,JobInvolvement,0.98288,JobRole,-0.942961,StockOptionLevel,-0.779653,MaritalStatus,-0.699874
1860,1.401708,EnvironmentSatisfaction,-1.211818,Age,-1.112227,YearsWithCurrManager,0.671138,WorkLifeBalance,-0.660723,RelationshipSatisfaction,-0.655677
1862,1.401708,NumCompaniesWorked,0.843102,WorkLifeBalance,0.791629,DistanceFromHome,-0.746223,StockOptionLevel,0.581882,burnout_proxy,0.562188
1863,1.401708,JobInvolvement,-1.117086,EnvironmentSatisfaction,0.922396,MaritalStatus,-0.891934,promotion_stagnation,-0.784437,YearsWithCurrManager,-0.724049
1864,1.401708,TrainingTimesLastYear,-0.704654,StockOptionLevel,-0.618218,WorkLifeBalance,-0.607509,income_to_dept_avg,-0.498768,RelationshipSatisfaction,-0.481063
1865,1.401708,RelationshipSatisfaction,-1.226261,EnvironmentSatisfaction,-1.089587,YearsWithCurrManager,0.770868,MonthlyIncome,-0.677663,WorkLifeBalance,-0.605918
1866,1.401708,YearsWithCurrManager,-1.061374,income_to_dept_avg,-1.002251,EnvironmentSatisfaction,0.936726,YearsInCurrentRole,-0.742631,promotion_stagnation,-0.68568
1867,1.401708,EnvironmentSatisfaction,-1.070244,income_to_dept_avg,-0.892234,YearsWithCurrManager,-0.813015,MonthlyIncome,0.751014,YearsInCurrentRole,-0.706376
1868,1.401708,JobSatisfaction,-1.251511,EnvironmentSatisfaction,-0.8825,YearsWithCurrManager,0.833184,burnout_proxy,0.815128,DistanceFromHome,0.704294
1869,1.401708,NumCompaniesWorked,0.795308,StockOptionLevel,-0.452937,JobSatisfaction,0.434673,MonthlyIncome,0.413273,WorkLifeBalance,-0.388905
1870,1.401708,EnvironmentSatisfaction,-0.902725,StockOptionLevel,-0.832057,RelationshipSatisfaction,-0.812976,WorkLifeBalance,0.768993,NumCompaniesWorked,-0.702632
1871,1.401708,JobSatisfaction,-1.317001,EnvironmentSatisfaction,-0.94869,StockOptionLevel,-0.78041,MaritalStatus,-0.649832,Age,-0.620792
1873,1.401708,JobSatisfaction,-1.51795,PercentSalaryHike,-1.113562,Education,-0.64312,StockOptionLevel,-0.605655,JobRole,-0.576226
1875,1.401708,RelationshipSatisfaction,-0.966532,PercentSalaryHike,-0.913123,YearsWithCurrManager,0.725847,StockOptionLevel,-0.689328,MonthlyIncome,-0.509441
1876,1.401708,income_to_dept_avg,1.667595,JobSatisfaction,-1.49696,YearsWithCurrManager,0.914669,WorkLifeBalance,0.629212,Age,0.495446
1878,1.401708,OverTime,1.043529,RelationshipSatisfaction,0.965569,burnout_proxy,0.905234,YearsWithCurrManager,0.812242,EnvironmentSatisfaction,-0.79145
1880,1.401708,YearsInCurrentRole,-0.941342,promotion_stagnation,-0.913748,MonthlyIncome,-0.898312,Education,-0.769675,StockOptionLevel,-0.72678
1881,1.401708,MaritalStatus,-0.985941,promotion_stagnation,-0.8258,RelationshipSatisfaction,0.613324,YearsInCurrentRole,-0.580209,StockOptionLevel,-0.503679
1882,1.401708,JobSatisfaction,-1.250681,total_satisfaction,-0.803843,RelationshipSatisfaction,-0.576763,StockOptionLevel,-0.502815,OverTime,0.472149
1883,1.401708,EnvironmentSatisfaction,-1.308879,JobSatisfaction,0.911473,MonthlyIncome,-0.730285,YearsWithCurrManager,-0.726641,WorkLifeBalance,-0.65255
1885,1.401708,StockOptionLevel,-1.0084,JobSatisfaction,0.831585,NumCompaniesWorked,0.808701,MonthlyIncome,-0.759709,EnvironmentSatisfaction,-0.72282
1886,1.401708,EnvironmentSatisfaction,-1.274114,RelationshipSatisfaction,-0.937467,NumCompaniesWorked,-0.79057,total_satisfaction,-0.71714,MonthlyIncome,-0.690113
1888,1.401708,JobSatisfaction,-1.298735,MonthlyIncome,-0.838549,NumCompaniesWorked,-0.832997,WorkLifeBalance,0.688657,StockOptionLevel,-0.517258
1890,1.401708,JobSatisfaction,-1.754242,Age,-0.777105,promotion_stagnation,-0.751395,DistanceFromHome,-0.642847,RelationshipSatisfaction,-0.562642
1892,1.401708,income_to_dept_avg,-1.499054,MaritalStatus,-0.936876,EnvironmentSatisfaction,0.858227,YearsWithCurrManager,-0.846924,total_satisfaction,-0.831829
1893,1.401708,DistanceFromHome,-1.456329,StockOptionLevel,-0.817386,JobRole,-0.771721,YearsWithCurrManager,0.656324,OverTime,0.624354
1898,1.401708,JobInvolvement,-1.498932,promotion_stagnation,-0.980544,NumCompaniesWorked,-0.818493,MonthlyIncome,-0.70678,TrainingTimesLastYear,-0.667699
1900,1.401708,income_to_dept_avg,-1.554332,EnvironmentSatisfaction,-1.051415,JobSatisfaction,-0.743982,YearsInCurrentRole,-0.712391,MaritalStatus,-0.703641
1903,1.401708,JobInvolvement,-1.186804,DistanceFromHome,-1.170178,JobRole,-1.037149,Age,-0.745083,RelationshipSatisfaction,-0.652366
1905,1.401708,JobInvolvement,1.194405,YearsWithCurrManager,0.918368,StockOptionLevel,-0.891725,burnout_proxy,0.789239,JobSatisfaction,0.763801
1907,1.401708,EnvironmentSatisfaction,1.327954,JobSatisfaction,-1.32717,YearsWithCurrManager,1.010065,total_satisfaction,0.778769,DistanceFromHome,0.581152
1908,1.401708,WorkLifeBalance,1.306094,StockOptionLevel,-1.142311,MonthlyIncome,-0.719993,DistanceFromHome,0.567548,YearsWithCurrManager,-0.503452
1909,1.401708,StockOptionLevel,-0.892746,Age,-0.80772,MonthlyIncome,-0.572325,WorkLifeBalance,-0.568441,NumCompaniesWorked,0.534767
1911,1.401708,income_to_dept_avg,-1.580601,Age,-0.684661,JobSatisfaction,0.559073,StockOptionLevel,-0.539265,EducationField,-0.446984
1912,1.401708,MaritalStatus,-0.925946,JobSatisfaction,-0.925512,MonthlyIncome,-0.913531,StockOptionLevel,-0.688334,RelationshipSatisfaction,-0.624501
1915,1.401708,JobSatisfaction,-1.577507,total_satisfaction,-0.887592,EnvironmentSatisfaction,-0.866491,income_to_dept_avg,-0.606083,WorkLifeBalance,0.58352
1916,1.401708,JobInvolvement,-1.860154,MaritalStatus,-0.869628,StockOptionLevel,-0.86033,EnvironmentSatisfaction,0.824814,Age,0.707075
1918,1.401708,JobInvolvement,-1.379631,JobSatisfaction,-0.938585,MonthlyIncome,-0.922077,RelationshipSatisfaction,0.678929,StockOptionLevel,-0.584027
1922,1.401708,JobRole,-1.320721,DistanceFromHome,-1.303739,Age,-0.796248,Education,-0.639989,BusinessTravel,0.58961
1924,1.401708,promotion_stagnation,-1.342299,YearsWithCurrManager,-0.930178,WorkLifeBalance,0.648739,MonthlyIncome,-0.644283,PercentSalaryHike,-0.564713
1927,1.401708,DistanceFromHome,-1.089626,JobSatisfaction,-1.076408,total_satisfaction,-0.912121,StockOptionLevel,-0.653685,income_to_dept_avg,-0.499941
1928,1.401708,income_to_dept_avg,1.723749,JobInvolvement,-0.997074,RelationshipSatisfaction,-0.88699,YearsWithCurrManager,0.874165,JobSatisfaction,0.802075
1929,1.401708,JobInvolvement,1.40806,EnvironmentSatisfaction,1.053104,StockOptionLevel,-1.035255,PercentSalaryHike,-0.843097,MonthlyIncome,-0.713568
1931,1.401708,MonthlyIncome,-0.972411,StockOptionLevel,-0.907415,PercentSalaryHike,0.678344,YearsWithCurrManager,-0.617504,WorkLifeBalance,0.553292
1932,1.401708,JobSatisfaction,-1.084779,promotion_stagnation,-0.891671,YearsWithCurrManager,-0.870826,YearsInCurrentRole,-0.783201,DistanceFromHome,0.680582
1933,1.401708,TrainingTimesLastYear,1.018447,EnvironmentSatisfaction,-0.987463,burnout_proxy,0.747503,OverTime,0.570159,RelationshipSatisfaction,-0.502223
1934,1.401708,StockOptionLevel,-0.817381,MonthlyIncome,-0.701222,BusinessTravel,-0.68603,Education,-0.515739,WorkLifeBalance,-0.485382
1935,1.401708,StockOptionLevel,-0.862047,Age,-0.827877,JobSatisfaction,0.799124,EnvironmentSatisfaction,-0.786241,YearsWithCurrManager,0.756838
1936,1.401708,RelationshipSatisfaction,-0.82504,EnvironmentSatisfaction,0.79575,StockOptionLevel,-0.758008,YearsWithCurrManager,-0.746161,MonthlyIncome,-0.651128
1937,1.401708,EnvironmentSatisfaction,-0.977635,YearsInCurrentRole,-0.876227,Age,-0.848438,promotion_stagnation,-0.76653,MaritalStatus,-0.631888
1938,1.401708,income_to_dept_avg,-2.086383,JobSatisfaction,-1.360758,EnvironmentSatisfaction,-0.927004,TotalWorkingYears,-0.80573,total_satisfaction,-0.701347
1939,1.401708,JobInvolvement,-1.327469,burnout_proxy,0.967566,EnvironmentSatisfaction,0.876577,OverTime,0.840116,RelationshipSatisfaction,0.653027
1940,1.401708,JobSatisfaction,-1.377049,MaritalStatus,-0.808114,TrainingTimesLastYear,0.735078,PercentSalaryHike,-0.707003,Age,-0.672912
1941,1.401708,income_to_dept_avg,-1.24333,JobSatisfaction,-1.164328,TotalWorkingYears,-0.580415,YearsSinceLastPromotion,0.421624,MonthlyIncome,0.335395
1943,1.401708,JobSatisfaction,-1.431958,MonthlyIncome,-1.07237,Age,-0.899253,Education,-0.659117,StockOptionLevel,-0.615343
1944,1.401708,YearsWithCurrManager,1.19615,EnvironmentSatisfaction,1.099632,RelationshipSatisfaction,0.599277,BusinessTravel,0.584307,StockOptionLevel,0.569484
1945,1.401708,WorkLifeBalance,1.192444,StockOptionLevel,-0.901517,MonthlyIncome,-0.787397,JobSatisfaction,0.765125,NumCompaniesWorked,-0.754247
1947,1.401708,BusinessTravel,-1.159511,MonthlyIncome,-0.835725,WorkLifeBalance,0.63912,NumCompaniesWorked,-0.590112,JobRole,-0.517911
1948,1.401708,BusinessTravel,-0.989572,RelationshipSatisfaction,-0.91711,MaritalStatus,-0.882069,StockOptionLevel,-0.687741,JobRole,-0.643419
1949,1.401708,JobInvolvement,-1.194709,EnvironmentSatisfaction,0.939934,BusinessTravel,-0.772,StockOptionLevel,0.668732,YearsWithCurrManager,-0.55183
1950,1.401708,JobSatisfaction,-1.971327,DistanceFromHome,-1.346887,promotion_stagnation,-0.847905,EnvironmentSatisfaction,0.743557,MonthlyIncome,0.455093
1951,1.401708,EnvironmentSatisfaction,-0.844851,MaritalStatus,-0.754454,StockOptionLevel,-0.744531,WorkLifeBalance,0.617213,DistanceFromHome,0.550413
1952,1.401708,DistanceFromHome,-1.394642,TrainingTimesLastYear,-1.249697,RelationshipSatisfaction,-1.071461,NumCompaniesWorked,-0.82674,MonthlyIncome,-0.689049
1954,1.401708,DistanceFromHome,-1.384187,JobRole,-1.124659,total_satisfaction,-1.025826,NumCompaniesWorked,-0.961055,EnvironmentSatisfaction,0.748598
1955,1.401708,JobSatisfaction,-1.249786,TrainingTimesLastYear,-1.00946,NumCompaniesWorked,0.901444,JobRole,-0.782291,BusinessTravel,-0.665099
1956,1.401708,JobInvolvement,1.338702,DistanceFromHome,-1.304929,EnvironmentSatisfaction,-1.119113,TrainingTimesLastYear,-0.830388,JobSatisfaction,0.7827
1960,1.401708,JobSatisfaction,-1.12768,NumCompaniesWorked,1.017714,WorkLifeBalance,0.781827,income_to_dept_avg,0.600976,MaritalStatus,-0.547743
1961,1.401708,DistanceFromHome,-1.345949,JobSatisfaction,1.098237,EnvironmentSatisfaction,1.053347,YearsWithCurrManager,0.803145,MaritalStatus,0.548612
1962,1.401708,MonthlyIncome,-0.943532,JobSatisfaction,-0.933475,promotion_stagnation,-0.799989,YearsWithCurrManager,-0.678552,RelationshipSatisfaction,-0.591546
1965,1.401708,JobSatisfaction,-1.497712,EnvironmentSatisfaction,-1.026825,TrainingTimesLastYear,-0.825957,promotion_stagnation,-0.518347,WorkLifeBalance,-0.478096
1966,1.401708,JobSatisfaction,-2.045657,EnvironmentSatisfaction,-0.952623,income_to_dept_avg,-0.810292,WorkLifeBalance,-0.64378,total_satisfaction,-0.639079
1967,1.401708,EnvironmentSatisfaction,1.21831,burnout_proxy,1.043562,JobSatisfaction,-0.824215,DistanceFromHome,0.703513,promotion_stagnation,-0.670685
1968,1.401708,EnvironmentSatisfaction,0.920078,burnout_proxy,0.859246,JobSatisfaction,0.852365,Age,-0.841155,DistanceFromHome,0.717786
1969,1.401708,TrainingTimesLastYear,-1.06453,EnvironmentSatisfaction,0.873332,StockOptionLevel,-0.580228,JobRole,-0.557961,Age,-0.469025
1970,1.401708,EnvironmentSatisfaction,-0.902285,JobRole,-0.843672,MaritalStatus,-0.810954,MonthlyIncome,-0.753108,YearsWithCurrManager,-0.601296
1971,1.401708,YearsInCurrentRole,-1.101526,EnvironmentSatisfaction,1.017672,JobRole,-0.976128,YearsWithCurrManager,-0.893837,promotion_stagnation,-0.684692
1972,1.401708,DistanceFromHome,-1.498244,EnvironmentSatisfaction,-1.004765,Age,-0.76439,Education,-0.699185,NumCompaniesWorked,-0.635941
1973,1.401708,income_to_dept_avg,-1.607108,JobInvolvement,-0.96666,YearsInCurrentRole,-0.84167,StockOptionLevel,-0.800589,burnout_proxy,0.770168
1974,1.401708,income_to_dept_avg,1.605778,JobInvolvement,1.327232,StockOptionLevel,-0.87247,EnvironmentSatisfaction,-0.860587,YearsWithCurrManager,0.742133
1975,1.401708,promotion_stagnation,-0.94364,income_to_dept_avg,-0.865631,YearsWithCurrManager,-0.858887,JobSatisfaction,0.716929,MaritalStatus,0.639913
1976,1.401708,EnvironmentSatisfaction,-1.372389,promotion_stagnation,-0.884676,BusinessTravel,-0.835711,YearsInCurrentRole,-0.639066,Age,-0.585335
1979,1.401708,income_to_dept_avg,-1.073602,BusinessTravel,-0.785244,StockOptionLevel,-0.703137,YearsWithCurrManager,-0.513653,WorkLifeBalance,-0.502028
1980,1.401708,RelationshipSatisfaction,-0.946314,Age,-0.881545,MonthlyIncome,-0.850147,JobSatisfaction,0.604054,NumCompaniesWorked,0.567422
1981,1.401708,DistanceFromHome,-1.740122,JobRole,-1.736212,YearsWithCurrManager,-0.530473,MaritalStatus,0.478345,NumCompaniesWorked,-0.428632
1982,1.401708,TrainingTimesLastYear,-1.347152,JobSatisfaction,-1.326862,EnvironmentSatisfaction,-1.071761,MonthlyIncome,-0.628357,NumCompaniesWorked,-0.479306
1985,1.401708,EnvironmentSatisfaction,-1.031595,YearsInCurrentRole,-0.965241,MonthlyIncome,-0.881453,Age,-0.740924,RelationshipSatisfaction,0.653001
1986,1.401708,YearsWithCurrManager,-1.029504,MonthlyIncome,-0.810075,StockOptionLevel,-0.75104,WorkLifeBalance,-0.57645,Age,-0.506239
1987,1.401708,MonthlyIncome,-0.865255,WorkLifeBalance,-0.629424,YearsWithCurrManager,-0.559032,OverTime,-0.513081,Age,0.497648
1989,1.401708,DistanceFromHome,-1.421454,promotion_stagnation,-1.319526,TrainingTimesLastYear,-0.979134,EnvironmentSatisfaction,-0.976412,NumCompaniesWorked,-0.437576
1992,1.401708,MaritalStatus,-0.930433,EnvironmentSatisfaction,-0.910125,StockOptionLevel,-0.771725,DistanceFromHome,-0.733292,PercentSalaryHike,-0.698605
1993,1.401708,JobRole,-1.288369,EnvironmentSatisfaction,1.105816,YearsWithCurrManager,-0.906447,YearsInCurrentRole,-0.749968,MaritalStatus,0.523556
1994,1.401708,DistanceFromHome,-1.665511,BusinessTravel,-1.279529,StockOptionLevel,-0.937451,YearsWithCurrManager,0.823885,MaritalStatus,-0.674469
1995,1.401708,DistanceFromHome,-0.955649,YearsInCurrentRole,-0.906223,EnvironmentSatisfaction,-0.706581,YearsWithCurrManager,-0.687744,promotion_stagnation,-0.668465
1996,1.401708,PercentSalaryHike,-0.983233,StockOptionLevel,-0.793578,NumCompaniesWorked,-0.762009,EnvironmentSatisfaction,0.692179,DistanceFromHome,-0.528293
1997,1.401708,Education,-0.762025,MonthlyIncome,-0.70861,EnvironmentSatisfaction,0.702422,WorkLifeBalance,-0.686057,RelationshipSatisfaction,-0.663347
1998,1.401708,StockOptionLevel,-0.986789,MaritalStatus,-0.913163,burnout_proxy,0.86918,Age,-0.86904,EnvironmentSatisfaction,-0.81716
1999,1.401708,JobSatisfaction,-1.565574,DistanceFromHome,-1.375628,EnvironmentSatisfaction,-0.905237,YearsWithCurrManager,0.688406,JobRole,-0.648919
2000,1.401708,DistanceFromHome,-1.297038,WorkLifeBalance,0.950101,BusinessTravel,-0.86292,income_to_dept_avg,-0.8495,total_satisfaction,-0.807327
2003,1.401708,EnvironmentSatisfaction,-0.956867,StockOptionLevel,-0.902104,NumCompaniesWorked,0.822629,total_satisfaction,-0.659527,WorkLifeBalance,-0.589705
2007,1.401708,DistanceFromHome,-1.408746,EnvironmentSatisfaction,-1.273389,NumCompaniesWorked,-0.886624,RelationshipSatisfaction,-0.816952,JobRole,-0.559901
2008,1.401708,promotion_stagnation,-1.050007,TrainingTimesLastYear,-0.753012,YearsWithCurrManager,-0.618163,WorkLifeBalance,-0.579729,MaritalStatus,0.558152
2009,1.401708,JobSatisfaction,-1.089217,TrainingTimesLastYear,-0.969544,JobRole,-0.854286,RelationshipSatisfaction,0.752199,MonthlyIncome,-0.741083
2010,1.401708,WorkLifeBalance,-0.618699,StockOptionLevel,0.539958,MonthlyIncome,-0.50907,Education,-0.438453,YearsWithCurrManager,0.438096
2012,1.401708,DistanceFromHome,-1.494407,JobSatisfaction,-1.221378,EnvironmentSatisfaction,1.021134,PercentSalaryHike,-0.965388,YearsWithCurrManager,0.776969
2013,1.401708,DistanceFromHome,-1.051303,StockOptionLevel,-0.981847,NumCompaniesWorked,-0.684693,YearsWithCurrManager,-0.672505,MonthlyIncome,-0.621658
2014,1.401708,JobSatisfaction,-1.964823,EnvironmentSatisfaction,0.90348,JobRole,-0.563773,MonthlyIncome,-0.517707,NumCompaniesWorked,0.490304
2015,1.401708,income_to_dept_avg,-1.586442,JobInvolvement,1.311705,YearsWithCurrManager,-0.958804,YearsInCurrentRole,-0.741666,promotion_stagnation,-0.676556
2016,1.401708,DistanceFromHome,-1.114666,JobSatisfaction,-0.964463,YearsInCurrentRole,-0.758702,Education,-0.666609,PercentSalaryHike,-0.625309
2017,1.401708,income_to_dept_avg,-1.641086,JobInvolvement,-1.166392,JobSatisfaction,-1.147175,YearsInCurrentRole,-0.681187,Age,-0.667759
2018,1.401708,MaritalStatus,-1.053301,StockOptionLevel,-0.873284,NumCompaniesWorked,-0.819173,MonthlyIncome,-0.721759,OverTime,0.623671
2019,1.401708,JobSatisfaction,-1.421035,BusinessTravel,-0.952309,EnvironmentSatisfaction,0.923939,YearsWithCurrManager,0.814653,promotion_stagnation,-0.813921
2020,1.401708,JobSatisfaction,-1.610139,DistanceFromHome,-1.338905,Age,-0.808566,burnout_proxy,0.805826,NumCompaniesWorked,0.65861
2021,1.401708,TrainingTimesLastYear,-1.305263,RelationshipSatisfaction,-1.075861,burnout_proxy,0.910221,OverTime,0.783778,Age,0.479301
2022,1.401708,JobSatisfaction,-1.677544,income_to_dept_avg,-1.278349,EnvironmentSatisfaction,-1.15135,BusinessTravel,-0.783214,Age,-0.574081
2023,1.401708,income_to_dept_avg,1.607682,YearsWithCurrManager,1.18622,JobSatisfaction,0.77517,StockOptionLevel,-0.722543,BusinessTravel,0.639167
2024,1.401708,JobSatisfaction,-1.181794,NumCompaniesWorked,-0.998132,PercentSalaryHike,-0.790031,EnvironmentSatisfaction,0.675987,StockOptionLevel,-0.574233
2025,1.401708,EnvironmentSatisfaction,-1.21803,StockOptionLevel,-0.786722,MaritalStatus,-0.712325,NumCompaniesWorked,0.686269,Age,-0.60182
2026,1.401708,DistanceFromHome,-1.362773,JobRole,-1.169639,BusinessTravel,-0.880331,YearsInCurrentRole,-0.819435,MaritalStatus,-0.753684
2027,1.401708,DistanceFromHome,-1.268847,JobSatisfaction,-1.191642,EnvironmentSatisfaction,0.931059,Education,-0.774893,StockOptionLevel,-0.68932
2031,1.401708,income_to_dept_avg,-1.506971,total_satisfaction,-0.934233,YearsWithCurrManager,-0.829506,NumCompaniesWorked,0.709741,EnvironmentSatisfaction,0.70434
2032,1.401708,WorkLifeBalance,1.769863,YearsInCurrentRole,-0.741548,total_satisfaction,0.526529,MonthlyIncome,0.504411,income_to_dept_avg,0.502333
2034,1.401708,income_to_dept_avg,-1.640218,EnvironmentSatisfaction,0.988404,NumCompaniesWorked,-0.653466,StockOptionLevel,-0.646357,Education,-0.510286
2035,1.401708,EnvironmentSatisfaction,-1.069518,StockOptionLevel,-0.630925,WorkLifeBalance,-0.536806,RelationshipSatisfaction,-0.442146,burnout_proxy,-0.405983
2036,1.401708,JobInvolvement,1.407866,JobSatisfaction,-1.030988,BusinessTravel,-0.92164,StockOptionLevel,-0.85359,MaritalStatus,-0.792572
2037,1.401708,MaritalStatus,-1.130509,StockOptionLevel,-0.713447,TrainingTimesLastYear,-0.663208,PercentSalaryHike,0.602629,WorkLifeBalance,-0.520761
2038,1.401708,EnvironmentSatisfaction,-1.440861,MonthlyIncome,-0.988838,RelationshipSatisfaction,-0.907957,JobSatisfaction,0.627159,WorkLifeBalance,-0.604731
2040,1.401708,JobSatisfaction,-1.504385,total_satisfaction,-0.837256,burnout_proxy,0.739179,DistanceFromHome,0.683523,Education,-0.664663
2041,1.401708,JobSatisfaction,-1.02318,EnvironmentSatisfaction,1.02158,YearsWithCurrManager,-0.860462,MonthlyIncome,-0.547915,Age,-0.540358
2044,1.401708,NumCompaniesWorked,1.030816,YearsWithCurrManager,0.860864,BusinessTravel,0.795553,DistanceFromHome,-0.660651,Education,-0.581604
2045,1.401708,JobSatisfaction,-1.77218,MonthlyIncome,-0.80118,Education,-0.683797,StockOptionLevel,-0.672767,WorkLifeBalance,0.60487
2046,1.401708,EnvironmentSatisfaction,-1.22357,Age,-0.800174,total_satisfaction,-0.659108,WorkLifeBalance,-0.565628,YearsWithCurrManager,0.552004
2048,1.401708,Age,-0.752043,WorkLifeBalance,-0.633396,RelationshipSatisfaction,-0.63249,MonthlyIncome,-0.601394,DistanceFromHome,-0.579335
2049,1.401708,JobRole,-0.910231,MonthlyIncome,-0.822715,Education,-0.653017,promotion_stagnation,-0.650437,StockOptionLevel,-0.589407
2051,1.401708,income_to_dept_avg,1.173964,DistanceFromHome,-0.693042,StockOptionLevel,-0.639953,Education,-0.617075,YearsWithCurrManager,-0.584117
2052,1.401708,JobInvolvement,1.598444,JobSatisfaction,-1.420281,DistanceFromHome,-1.179258,StockOptionLevel,-0.637699,Age,-0.633116
2053,1.401708,EnvironmentSatisfaction,-1.264694,StockOptionLevel,-0.826693,MonthlyIncome,-0.718129,RelationshipSatisfaction,0.652501,WorkLifeBalance,-0.552857
2054,1.401708,WorkLifeBalance,1.337844,EnvironmentSatisfaction,-1.142122,JobSatisfaction,0.871064,StockOptionLevel,0.548241,promotion_stagnation,-0.503268
2055,1.401708,YearsWithCurrManager,0.978328,burnout_proxy,0.931221,EnvironmentSatisfaction,-0.869002,JobSatisfaction,0.715663,StockOptionLevel,-0.661734
